home_moneyline,date,away_team_abbr,home_team_abbr,home_score,away_score
-145,2022-10-17 20:30:00,WIN,DAL,4,1
155,2022-10-17 22:00:00,CAR,SEA,1,5
-240,2022-10-17 19:00:00,ANA,NYR,6,4
-520,2022-10-17 19:00:00,ARI,TOR,2,4
120,2022-10-17 19:00:00,FLA,BOS,5,3
195,2022-10-17 19:00:00,PIT,MON,3,2
-135,2022-10-17 19:00:00,VAN,WAS,6,4
-105,2022-10-17 19:00:00,LA,DET,4,5
100,2022-10-17 20:00:00,COL,MIN,3,6
-145,2022-10-17 20:30:00,WIN,DAL,4,1
155,2022-10-17 22:00:00,CAR,SEA,1,5
-190,2022-10-18 19:00:00,ANA,NJ,4,2
-135,2022-10-18 19:00:00,BOS,OTT,7,5
-105,2022-10-18 19:00:00,VAN,CLB,4,3
-305,2022-10-18 19:00:00,PHI,TB,2,3
-195,2022-10-18 19:30:00,SJ,NYI,5,2
-225,2022-10-18 21:00:00,BUF,EDM,2,4
-160,2022-10-18 21:00:00,VEG,CAL,3,2
-325,2022-10-18 21:30:00,LA,NAS,3,4
-345,2022-10-19 19:30:00,PHI,FLA,4,3
-240,2022-10-19 20:00:00,WIN,COL,3,4
105,2022-10-19 22:00:00,STL,SEA,3,4
-215,2022-10-20 19:00:00,ANA,BOS,2,1
-165,2022-10-20 19:00:00,ARI,MON,6,2
-185,2022-10-20 19:00:00,DAL,TOR,3,2
-195,2022-10-20 19:00:00,LA,PIT,6,1
105,2022-10-20 19:00:00,NAS,CLB,5,3
-290,2022-10-20 19:00:00,SJ,NYR,2,3
-110,2022-10-20 19:00:00,WAS,OTT,5,2
-140,2022-10-20 19:30:00,NJ,NYI,1,4
-180,2022-10-20 20:00:00,VAN,MIN,4,3
-115,2022-10-20 21:00:00,CAR,EDM,6,4
-285,2022-10-20 21:30:00,BUF,CAL,3,6
-235,2022-10-20 22:00:00,WIN,VEG,5,2
-120,2022-10-21 19:30:00,TB,FLA,2,3
-105,2022-10-21 20:30:00,DET,CHI,4,3
-240,2022-10-21 21:00:00,SEA,COL,2,3
-120,2022-10-22 13:00:00,MIN,BOS,4,3
-185,2022-10-22 13:00:00,SJ,NJ,2,1
-150,2022-10-22 16:00:00,STL,EDM,0,2
-255,2022-10-22 16:00:00,ARI,OTT,6,2
135,2022-10-22 19:00:00,TOR,WIN,1,4
130,2022-10-22 19:00:00,DAL,MON,2,5
-140,2022-10-22 19:00:00,LA,WAS,4,3
-135,2022-10-22 19:00:00,NYI,TB,5,3
135,2022-10-22 19:00:00,PIT,CLB,3,6
-215,2022-10-22 20:00:00,PHI,NAS,1,3
-155,2022-10-22 22:00:00,BUF,VAN,1,5
-140,2022-10-22 22:00:00,COL,VEG,2,3
-145,2022-10-22 22:00:00,CAR,CAL,3,2
115,2022-10-23 14:00:00,SEA,CHI,5,4
-155,2022-10-23 17:00:00,ANA,DET,5,1
-280,2022-10-23 17:00:00,CLB,NYR,1,5
-195,2022-10-23 17:00:00,NYI,FLA,3,2
-135,2022-10-23 19:00:00,SJ,PHI,0,3
-120,2022-10-24 19:00:00,DAL,OTT,4,2
-135,2022-10-24 19:00:00,WAS,NJ,3,6
-135,2022-10-24 20:00:00,PIT,EDM,6,3
-120,2022-10-24 20:00:00,STL,WIN,4,0
-110,2022-10-24 22:00:00,TOR,VEG,3,1
140,2022-10-24 22:30:00,CAR,VAN,2,3
-230,2022-10-25 19:00:00,ARI,CLB,3,6
-175,2022-10-25 19:00:00,DAL,BOS,3,1
165,2022-10-25 19:00:00,MIN,MON,1,3
-120,2022-10-25 19:00:00,NJ,DET,2,6
-115,2022-10-25 20:00:00,COL,NYR,2,3
195,2022-10-25 20:30:00,FLA,CHI,4,2
-185,2022-10-25 21:00:00,PIT,CAL,4,1
-135,2022-10-25 22:00:00,BUF,SEA,5,1
120,2022-10-25 22:30:00,TB,LA,4,2
140,2022-10-25 22:30:00,VEG,SJ,2,4
-150,2022-10-26 19:30:00,NYR,NYI,3,0
-105,2022-10-26 20:00:00,EDM,STL,1,3
130,2022-10-26 22:00:00,TB,ANA,2,4
-255,2022-10-27 19:00:00,DET,BOS,5,1
185,2022-10-27 19:00:00,FLA,PHI,4,3
105,2022-10-27 19:00:00,MIN,OTT,2,4
-190,2022-10-27 19:00:00,MON,BUF,2,3
-160,2022-10-27 20:00:00,STL,NAS,6,2
160,2022-10-27 20:30:00,EDM,CHI,5,6
-125,2022-10-27 20:30:00,WAS,DAL,2,0
-125,2022-10-27 22:00:00,VAN,SEA,4,5
180,2022-10-27 22:30:00,TOR,SJ,4,3
-140,2022-10-27 22:30:00,WIN,LA,4,6
-290,2022-10-28 18:00:00,ANA,VEG,4,0
120,2022-10-28 19:00:00,BOS,CLB,0,4
105,2022-10-28 19:00:00,COL,NJ,1,0
-185,2022-10-28 19:00:00,NYI,CAR,2,6
160,2022-10-28 22:00:00,PIT,VAN,5,1
130,2022-10-28 22:30:00,WIN,ARI,2,3
-115,2022-10-29 14:00:00,NYR,DAL,3,6
-185,2022-10-29 16:00:00,OTT,FLA,5,3
165,2022-10-29 16:30:00,TB,SJ,3,4
105,2022-10-29 19:00:00,TOR,LA,4,2
-240,2022-10-29 19:00:00,MON,STL,4,7
160,2022-10-29 19:00:00,CAR,PHI,3,4
-190,2022-10-29 19:00:00,CHI,BUF,4,3
135,2022-10-29 19:00:00,MIN,DET,2,1
120,2022-10-29 19:30:00,COL,NYI,5,4
-125,2022-10-29 20:00:00,WAS,NAS,0,3
105,2022-10-29 22:00:00,PIT,SEA,3,1
-150,2022-10-29 22:00:00,EDM,CAL,2,3
-210,2022-10-30 14:00:00,CLB,NJ,7,1
195,2022-10-30 19:00:00,MIN,CHI,3,4
195,2022-10-30 20:00:00,NYR,ARI,2,3
155,2022-10-30 20:00:00,TOR,ANA,4,3
-195,2022-10-30 20:00:00,WIN,VEG,2,1
-160,2022-10-31 19:00:00,DET,BUF,8,3
-205,2022-10-31 19:00:00,WAS,CAR,3,2
-130,2022-10-31 20:00:00,LA,STL,1,5
-205,2022-11-01 19:00:00,OTT,TB,4,3
-265,2022-11-01 19:00:00,PHI,NYR,1,0
140,2022-11-01 19:00:00,VEG,WAS,2,3
-220,2022-11-01 20:00:00,MON,MIN,4,1
-120,2022-11-01 20:00:00,BOS,PIT,5,6
165,2022-11-01 20:30:00,NYI,CHI,1,3
-140,2022-11-01 20:30:00,LA,DAL,5,2
-180,2022-11-01 21:00:00,NAS,EDM,7,4
-230,2022-11-01 21:00:00,SEA,CAL,4,5
250,2022-11-01 22:00:00,FLA,ARI,3,1
-105,2022-11-01 22:00:00,NJ,VAN,2,5
-140,2022-11-01 22:30:00,ANA,SJ,5,6
-325,2022-11-02 19:00:00,PHI,TOR,5,2
105,2022-11-02 19:30:00,PIT,BUF,6,3
-125,2022-11-03 19:00:00,CAR,TB,3,4
125,2022-11-03 19:00:00,VEG,OTT,4,5
105,2022-11-03 19:00:00,WAS,DET,3,1
-135,2022-11-03 19:30:00,BOS,NYR,2,5
-205,2022-11-03 20:00:00,MON,WIN,3,2
-120,2022-11-03 20:00:00,NYI,STL,2,5
-170,2022-11-03 20:00:00,SEA,MIN,0,4
150,2022-11-03 20:30:00,LA,CHI,2,1
-230,2022-11-03 21:00:00,NAS,CAL,1,4
-165,2022-11-03 21:00:00,NJ,EDM,3,4
-170,2022-11-03 22:00:00,ANA,VAN,8,5
185,2022-11-03 22:00:00,DAL,ARI,2,7
175,2022-11-03 22:30:00,FLA,SJ,3,4
-265,2022-11-04 14:00:00,CLB,COL,6,3
-195,2022-11-04 19:00:00,BUF,CAR,5,3
105,2022-11-05 13:00:00,NYI,DET,3,0
215,2022-11-05 14:00:00,COL,CLB,1,5
-230,2022-11-05 15:00:00,CHI,WIN,4,0
-155,2022-11-05 16:00:00,DAL,EDM,2,6
-295,2022-11-05 19:00:00,ARI,WAS,2,3
-135,2022-11-05 19:00:00,BOS,TOR,2,1
-240,2022-11-05 19:00:00,BUF,TB,5,3
-180,2022-11-05 19:00:00,PHI,OTT,1,2
-195,2022-11-05 19:00:00,SEA,PIT,2,3
170,2022-11-05 19:00:00,VEG,MON,4,6
-120,2022-11-05 22:00:00,NAS,VAN,3,4
-175,2022-11-05 22:00:00,NJ,CAL,3,4
-140,2022-11-05 22:30:00,ANA,SJ,4,5
115,2022-11-05 22:30:00,FLA,LA,5,4
-240,2022-11-06 17:00:00,DET,NYR,2,3
-160,2022-11-06 17:00:00,TOR,CAR,1,3
155,2022-11-06 21:00:00,FLA,ANA,3,5
-110,2022-11-07 19:00:00,CAL,NYI,4,3
-205,2022-11-07 19:00:00,STL,BOS,3,1
135,2022-11-07 20:00:00,EDM,WAS,5,4
-140,2022-11-08 19:00:00,CAL,NJ,3,2
-170,2022-11-08 19:00:00,NYI,NYR,3,4
100,2022-11-08 19:00:00,STL,PHI,5,1
-125,2022-11-08 19:00:00,VAN,OTT,4,6
-120,2022-11-08 19:00:00,VEG,TOR,3,4
-175,2022-11-08 19:00:00,MON,DET,2,3
-230,2022-11-08 19:00:00,ARI,BUF,1,4
-165,2022-11-08 19:30:00,EDM,TB,2,3
-105,2022-11-08 20:00:00,DAL,WIN,5,1
-130,2022-11-08 22:00:00,NAS,SEA,5,1
-115,2022-11-08 22:30:00,MIN,LA,1,0
100,2022-11-09 19:00:00,CAR,FLA,3,0
110,2022-11-09 19:30:00,PIT,WAS,1,4
140,2022-11-09 19:30:00,VAN,MON,5,2
135,2022-11-09 22:00:00,MIN,ANA,1,4
-195,2022-11-10 19:00:00,CAL,BOS,3,1
-140,2022-11-10 19:00:00,EDM,CAR,7,2
-180,2022-11-10 19:00:00,OTT,NJ,4,3
-110,2022-11-10 19:00:00,PHI,CLB,5,2
130,2022-11-10 19:00:00,VEG,BUF,4,7
130,2022-11-10 19:00:00,NYR,DET,2,8
-285,2022-11-10 19:30:00,ARI,NYI,0,2
-175,2022-11-10 20:00:00,SJ,STL,5,3
-190,2022-11-10 21:00:00,NAS,COL,5,3
-275,2022-11-10 22:30:00,CHI,LA,2,1
-155,2022-11-11 19:00:00,PIT,TOR,2,4
110,2022-11-11 19:00:00,TB,WAS,5,1
-240,2022-11-11 20:30:00,SJ,DAL,4,5
105,2022-11-11 22:00:00,MIN,SEA,0,1
100,2022-11-12 13:00:00,OTT,PHI,1,4
-165,2022-11-12 16:00:00,EDM,FLA,2,4
-300,2022-11-12 19:00:00,ARI,NJ,4,2
150,2022-11-12 19:00:00,BOS,BUF,1,3
135,2022-11-12 19:00:00,PIT,MON,5,4
-165,2022-11-12 19:00:00,VAN,TOR,3,2
-255,2022-11-12 19:30:00,CLB,NYI,4,3
-105,2022-11-12 20:00:00,NYR,NAS,2,1
-120,2022-11-12 21:00:00,CAR,COL,4,1
-135,2022-11-12 22:00:00,CHI,ANA,2,3
-205,2022-11-12 22:00:00,STL,VEG,2,3
-165,2022-11-12 22:00:00,WIN,CAL,3,2
-215,2022-11-12 22:30:00,DET,LA,4,3
160,2022-11-13 13:00:00,DAL,PHI,1,5
-205,2022-11-13 18:00:00,SJ,MIN,2,3
-230,2022-11-13 18:00:00,VAN,BOS,5,2
-185,2022-11-13 19:00:00,WAS,TB,6,3
-360,2022-11-13 19:00:00,ARI,NYR,4,1
-160,2022-11-13 20:00:00,WIN,SEA,2,3
-105,2022-11-14 17:30:00,NYI,OTT,2,4
-165,2022-11-14 20:30:00,LA,CAL,6,5
195,2022-11-14 20:30:00,CAR,CHI,0,3
-195,2022-11-14 21:00:00,STL,COL,2,3
-105,2022-11-15 19:00:00,TOR,PIT,2,5
-115,2022-11-15 19:00:00,VAN,BUF,4,5
-205,2022-11-15 19:00:00,WAS,FLA,5,2
-135,2022-11-15 19:00:00,DAL,TB,5,4
160,2022-11-15 19:00:00,NJ,MON,1,5
100,2022-11-15 19:30:00,PHI,CLB,5,4
-110,2022-11-15 20:00:00,MIN,NAS,2,1
100,2022-11-15 22:00:00,DET,ANA,3,2
-265,2022-11-15 22:00:00,SJ,VEG,2,5
-155,2022-11-16 19:00:00,BUF,OTT,4,1
145,2022-11-16 19:30:00,STL,CHI,2,5
-145,2022-11-16 22:00:00,LA,EDM,1,3
-125,2022-11-17 19:00:00,CAL,TB,4,1
-130,2022-11-17 19:00:00,COL,CAR,2,3
-155,2022-11-17 19:00:00,DAL,FLA,4,6
-115,2022-11-17 19:00:00,MON,CLB,6,4
-140,2022-11-17 19:00:00,NJ,TOR,2,3
-340,2022-11-17 19:00:00,PHI,BOS,4,1
-230,2022-11-17 20:00:00,ANA,WIN,3,2
-120,2022-11-17 20:00:00,NYI,NAS,5,4
-115,2022-11-17 20:00:00,PIT,MIN,4,6
-115,2022-11-17 20:00:00,WAS,STL,5,4
-400,2022-11-17 22:00:00,ARI,VEG,4,1
120,2022-11-17 22:00:00,NYR,SEA,3,2
-130,2022-11-17 22:30:00,DET,SJ,4,7
-120,2022-11-18 22:00:00,LA,VAN,4,1
205,2022-11-19 13:00:00,NJ,OTT,1,5
-135,2022-11-19 16:00:00,CAL,FLA,4,5
100,2022-11-19 19:00:00,PIT,WIN,0,3
-280,2022-11-19 19:00:00,BUF,TOR,5,2
-440,2022-11-19 19:00:00,CHI,BOS,6,1
100,2022-11-19 19:00:00,COL,WAS,0,4
105,2022-11-19 19:00:00,DET,CLB,1,6
-140,2022-11-19 19:00:00,PHI,MON,5,4
-190,2022-11-19 20:00:00,ANA,STL,6,2
100,2022-11-19 20:00:00,CAR,MIN,2,1
-150,2022-11-19 20:00:00,NYI,DAL,5,2
110,2022-11-19 20:00:00,TB,NAS,2,3
-135,2022-11-19 22:00:00,LA,SEA,3,2
-115,2022-11-19 22:00:00,VEG,EDM,4,3
145,2022-11-19 22:30:00,NYR,SJ,1,2
220,2022-11-20 18:00:00,FLA,CLB,5,3
175,2022-11-20 19:00:00,PIT,CHI,3,5
-110,2022-11-21 19:00:00,BOS,TB,3,5
185,2022-11-21 19:00:00,CAL,PHI,2,5
-150,2022-11-21 19:00:00,EDM,NJ,5,2
145,2022-11-21 19:30:00,CAR,WIN,4,3
-175,2022-11-21 19:30:00,NYI,TOR,2,3
-205,2022-11-21 20:00:00,ANA,STL,3,1
-240,2022-11-21 20:00:00,ARI,NAS,4,3
-125,2022-11-21 20:30:00,COL,DAL,2,3
-110,2022-11-21 22:30:00,OTT,SJ,5,1
120,2022-11-21 22:30:00,VEG,VAN,4,5
-105,2022-11-22 19:00:00,BUF,MON,2,7
120,2022-11-22 22:30:00,NYR,LA,3,5
-155,2022-11-23 19:00:00,WIN,MIN,6,1
-360,2022-11-23 19:00:00,ARI,CAR,0,4
100,2022-11-23 19:00:00,BOS,FLA,5,2
-135,2022-11-23 19:00:00,CAL,PIT,2,1
-125,2022-11-23 19:00:00,MON,CLB,1,3
125,2022-11-23 19:00:00,STL,BUF,6,2
-135,2022-11-23 19:00:00,TOR,NJ,1,2
-130,2022-11-23 19:00:00,NAS,DET,3,0
-240,2022-11-23 19:30:00,PHI,WAS,3,2
-125,2022-11-23 19:30:00,EDM,NYI,3,0
-315,2022-11-23 20:30:00,CHI,DAL,6,4
135,2022-11-23 22:00:00,NYR,ANA,3,2
-250,2022-11-23 22:00:00,OTT,VEG,4,1
-175,2022-11-23 22:00:00,SJ,SEA,8,5
-215,2022-11-23 22:00:00,VAN,COL,3,4
-160,2022-11-25 13:00:00,CAR,BOS,3,2
-120,2022-11-25 14:00:00,MON,CHI,2,3
-120,2022-11-25 14:00:00,TOR,MIN,3,4
100,2022-11-25 14:00:00,CAL,WAS,3,0
110,2022-11-25 15:00:00,OTT,ANA,1,5
195,2022-11-25 17:30:00,PIT,PHI,1,4
-210,2022-11-25 20:00:00,ARI,DET,4,3
160,2022-11-25 20:00:00,NYI,CLB,2,3
135,2022-11-25 20:00:00,NJ,BUF,1,3
-205,2022-11-25 20:00:00,STL,TB,5,2
-185,2022-11-25 20:00:00,SEA,VEG,2,4
-170,2022-11-25 20:30:00,WIN,DAL,4,5
110,2022-11-25 22:30:00,LA,SJ,2,5
110,2022-11-25 14:00:00,COL,NAS,,
-160,2022-11-25 13:00:00,CAR,BOS,3,2
-120,2022-11-25 14:00:00,MON,CHI,2,3
-120,2022-11-25 14:00:00,TOR,MIN,3,4
100,2022-11-25 14:00:00,CAL,WAS,3,0
110,2022-11-25 15:00:00,OTT,ANA,1,5
195,2022-11-25 17:30:00,PIT,PHI,1,4
-210,2022-11-25 20:00:00,ARI,DET,4,3
160,2022-11-25 20:00:00,NYI,CLB,2,3
135,2022-11-25 20:00:00,NJ,BUF,1,3
-205,2022-11-25 20:00:00,STL,TB,5,2
-185,2022-11-25 20:00:00,SEA,VEG,2,4
-170,2022-11-25 20:30:00,WIN,DAL,4,5
110,2022-11-25 22:30:00,LA,SJ,2,5
110,2022-11-25 14:00:00,COL,NAS,,
-155,2022-11-26 13:00:00,EDM,NYR,3,4
-140,2022-11-26 16:00:00,CAL,CAR,3,2
-205,2022-11-26 18:30:00,STL,FLA,4,5
-130,2022-11-26 19:00:00,TOR,PIT,1,4
-190,2022-11-26 19:00:00,WAS,NJ,5,1
-240,2022-11-26 19:30:00,PHI,NYI,5,2
-165,2022-11-26 21:00:00,DAL,COL,4,1
-185,2022-11-26 22:00:00,VAN,VEG,1,5
-215,2022-11-26 20:00:00,CLB,NAS,,
-300,2022-11-27 14:00:00,ARI,MIN,4,3
145,2022-11-27 19:00:00,WIN,CHI,2,7
150,2022-11-27 20:00:00,SEA,ANA,4,5
-105,2022-11-27 20:00:00,VAN,SJ,3,4
-160,2022-11-27 22:30:00,OTT,LA,2,3
125,2022-11-28 19:00:00,TB,BUF,5,6
130,2022-11-28 19:00:00,TOR,DET,2,4
220,2022-11-28 19:00:00,VEG,CLB,2,3
-130,2022-11-28 19:00:00,NJ,NYR,3,5
-105,2022-11-28 20:00:00,DAL,STL,1,4
-105,2022-11-28 21:30:00,FLA,EDM,4,3
-120,2022-11-29 19:00:00,SJ,MON,0,4
-170,2022-11-29 19:00:00,TB,BOS,3,1
-120,2022-11-29 19:00:00,CAR,PIT,2,3
165,2022-11-29 19:30:00,NYI,PHI,3,1
-230,2022-11-29 20:00:00,ANA,NAS,2,1
-105,2022-11-29 20:00:00,COL,WIN,5,0
-145,2022-11-29 21:00:00,FLA,CAL,6,2
-110,2022-11-29 22:00:00,WAS,VAN,1,5
-125,2022-11-29 22:30:00,SEA,LA,8,9
-135,2022-11-30 19:00:00,BUF,DET,4,5
-120,2022-11-30 19:00:00,NYR,OTT,1,3
-300,2022-11-30 19:00:00,SJ,TOR,3,1
180,2022-11-30 21:30:00,EDM,CHI,4,5
155,2022-12-01 19:00:00,COL,BUF,4,6
-190,2022-12-01 19:00:00,NAS,NJ,3,4
180,2022-12-01 19:00:00,TB,PHI,1,4
-120,2022-12-01 19:00:00,VEG,PIT,4,3
120,2022-12-01 20:00:00,CAR,STL,4,6
-165,2022-12-01 20:00:00,EDM,MIN,5,3
-325,2022-12-01 20:30:00,ANA,DAL,5,0
-305,2022-12-01 21:00:00,MON,CAL,1,2
105,2022-12-01 22:00:00,FLA,VAN,1,5
-120,2022-12-01 22:00:00,WAS,SEA,3,2
-240,2022-12-01 22:30:00,ARI,LA,5,3
-180,2022-12-02 19:00:00,OTT,NYR,2,3
-185,2022-12-02 19:30:00,NAS,NYI,1,4
-195,2022-12-02 20:00:00,CLB,WIN,1,4
-300,2022-12-03 14:00:00,ANA,MIN,5,4
-240,2022-12-03 19:00:00,MON,EDM,5,3
-165,2022-12-03 19:00:00,COL,BOS,5,1
180,2022-12-03 19:00:00,NJ,PHI,2,3
-155,2022-12-03 19:00:00,SJ,OTT,5,2
-190,2022-12-03 19:00:00,STL,PIT,6,2
-130,2022-12-03 19:00:00,TOR,TB,4,3
105,2022-12-03 19:00:00,VEG,DET,1,4
-265,2022-12-03 19:30:00,CHI,NYR,2,5
-230,2022-12-03 22:00:00,ARI,VAN,3,2
-105,2022-12-03 22:00:00,FLA,SEA,1,5
-165,2022-12-03 22:00:00,WAS,CAL,5,2
115,2022-12-03 22:30:00,CAR,LA,2,4
-285,2022-12-04 15:00:00,ANA,WIN,5,2
-155,2022-12-04 15:00:00,MIN,DAL,5,6
-110,2022-12-04 18:00:00,DET,CLB,2,4
-155,2022-12-04 19:00:00,SJ,BUF,6,3
-285,2022-12-04 19:30:00,CHI,NYI,3,0
170,2022-12-05 19:00:00,COL,PHI,5,3
-185,2022-12-05 19:00:00,STL,NYR,6,4
-190,2022-12-05 19:00:00,VEG,BOS,3,4
-160,2022-12-05 20:30:00,WAS,EDM,2,3
-340,2022-12-05 21:00:00,ARI,CAL,3,2
-245,2022-12-05 22:30:00,MON,VAN,7,6
-410,2022-12-06 19:00:00,CHI,NJ,3,0
-295,2022-12-06 19:00:00,CLB,PIT,4,1
-255,2022-12-06 19:00:00,DET,TB,2,4
-120,2022-12-06 19:00:00,LA,OTT,2,5
-190,2022-12-06 19:30:00,STL,NYI,4,7
-110,2022-12-06 20:00:00,FLA,WIN,5,2
-115,2022-12-06 20:30:00,TOR,DAL,0,4
245,2022-12-06 22:00:00,CAR,ANA,4,3
-265,2022-12-06 22:00:00,MON,SEA,2,4
120,2022-12-07 19:00:00,WAS,PHI,1,4
135,2022-12-07 19:30:00,BUF,CLB,4,9
-150,2022-12-07 20:00:00,MIN,CAL,5,3
150,2022-12-07 21:00:00,BOS,COL,0,4
-285,2022-12-07 21:30:00,ARI,EDM,8,2
-130,2022-12-07 22:00:00,NYR,VEG,1,5
100,2022-12-07 22:30:00,VAN,SJ,5,6
-180,2022-12-08 19:00:00,LA,TOR,5,0
-180,2022-12-08 19:00:00,NAS,TB,5,2
-195,2022-12-08 19:30:00,DET,FLA,5,1
-110,2022-12-08 20:00:00,WIN,STL,2,5
-195,2022-12-08 20:30:00,OTT,DAL,4,3
220,2022-12-09 19:00:00,CAL,CLB,3,1
-230,2022-12-09 19:00:00,NYI,NJ,4,6
125,2022-12-09 19:00:00,PIT,BUF,3,4
-150,2022-12-09 19:00:00,SEA,WAS,4,1
115,2022-12-09 20:30:00,WIN,CHI,1,3
-125,2022-12-09 21:00:00,MIN,EDM,5,2
120,2022-12-09 21:00:00,NYR,COL,1,2
270,2022-12-09 21:30:00,BOS,ARI,4,3
-270,2022-12-09 22:00:00,PHI,VEG,2,1
100,2022-12-09 22:00:00,SJ,ANA,1,6
-140,2022-12-10 13:30:00,OTT,NAS,2,3
-195,2022-12-10 14:00:00,DET,DAL,3,2
-135,2022-12-10 16:30:00,FLA,TB,4,1
-210,2022-12-10 19:00:00,BUF,PIT,3,1
-170,2022-12-10 19:00:00,CAL,TOR,5,4
135,2022-12-10 19:00:00,LA,MON,2,4
115,2022-12-10 19:30:00,CAR,NYI,0,3
-110,2022-12-10 22:00:00,MIN,VAN,0,3
-110,2022-12-11 15:00:00,COL,STL,2,3
125,2022-12-11 18:00:00,LA,CLB,6,5
120,2022-12-11 18:00:00,SEA,FLA,2,5
-110,2022-12-11 19:00:00,PHI,ARI,5,4
-135,2022-12-11 19:00:00,WAS,WIN,2,5
140,2022-12-11 20:00:00,BOS,VEG,1,3
175,2022-12-12 19:00:00,CAL,MON,2,1
-130,2022-12-12 19:00:00,DAL,PIT,2,1
-115,2022-12-12 19:00:00,NJ,NYR,4,3
-230,2022-12-12 19:30:00,ANA,OTT,3,0
-125,2022-12-12 20:00:00,EDM,MIN,2,1
105,2022-12-12 20:00:00,NAS,STL,1,0
-540,2022-12-13 19:00:00,ANA,TOR,7,0
-300,2022-12-13 19:00:00,CLB,FLA,4,0
-155,2022-12-13 19:00:00,DAL,NJ,1,4
-105,2022-12-13 19:00:00,LA,BUF,6,0
-255,2022-12-13 19:00:00,NYI,BOS,4,3
-200,2022-12-13 19:00:00,SEA,TB,6,2
130,2022-12-13 19:00:00,CAR,DET,0,1
105,2022-12-13 20:00:00,EDM,NAS,3,6
-145,2022-12-13 20:00:00,VEG,WIN,5,6
165,2022-12-13 21:00:00,WAS,CHI,3,7
-230,2022-12-13 21:00:00,PHI,COL,3,2
-190,2022-12-13 22:30:00,ARI,SJ,3,2
-205,2022-12-14 19:00:00,MON,OTT,3,2
-270,2022-12-14 19:30:00,DET,MIN,4,1
-180,2022-12-14 22:00:00,VAN,CAL,3,4
-175,2022-12-15 19:00:00,ANA,MON,2,5
-305,2022-12-15 19:00:00,CLB,TB,4,1
100,2022-12-15 19:00:00,DAL,WAS,1,2
-250,2022-12-15 19:00:00,LA,BOS,2,3
-285,2022-12-15 19:00:00,PHI,NJ,1,2
-115,2022-12-15 19:00:00,PIT,FLA,2,4
-195,2022-12-15 19:00:00,SEA,CAR,3,2
100,2022-12-15 19:00:00,TOR,NYR,3,1
-165,2022-12-15 20:00:00,NAS,WIN,2,1
165,2022-12-15 20:30:00,VEG,CHI,1,4
-160,2022-12-15 21:00:00,BUF,COL,2,4
-165,2022-12-15 21:00:00,STL,EDM,3,4
-440,2022-12-16 20:00:00,CHI,MIN,4,1
-225,2022-12-16 21:00:00,STL,CAL,2,5
155,2022-12-16 21:30:00,NYI,ARI,5,4
-425,2022-12-17 13:00:00,CLB,BOS,4,2
-120,2022-12-17 13:00:00,OTT,DET,3,6
-300,2022-12-17 16:00:00,ANA,EDM,3,4
-160,2022-12-17 19:00:00,DAL,CAR,5,4
130,2022-12-17 19:00:00,NYR,PHI,3,6
195,2022-12-17 19:00:00,TB,MON,1,5
115,2022-12-17 19:00:00,TOR,WAS,5,2
-140,2022-12-17 19:30:00,FLA,NJ,2,4
150,2022-12-17 21:00:00,BUF,ARI,2,5
-170,2022-12-17 21:00:00,NAS,COL,3,1
-170,2022-12-17 22:00:00,NYI,VEG,2,5
110,2022-12-17 22:00:00,WIN,VAN,1,5
-165,2022-12-17 22:30:00,SJ,LA,3,2
-205,2022-12-18 14:00:00,OTT,MIN,4,2
-130,2022-12-18 17:00:00,PIT,CAR,3,2
210,2022-12-18 19:30:00,NYR,CHI,1,7
-155,2022-12-18 20:00:00,WIN,SEA,3,2
155,2022-12-18 22:00:00,CAL,SJ,2,5
185,2022-12-19 19:00:00,DAL,CLB,1,2
-180,2022-12-19 19:00:00,DET,WAS,4,3
-195,2022-12-19 19:00:00,FLA,BOS,7,3
100,2022-12-19 20:00:00,EDM,NAS,4,3
-155,2022-12-19 21:00:00,NYI,COL,1,0
-155,2022-12-19 22:00:00,BUF,VEG,2,3
-130,2022-12-19 22:00:00,MON,ARI,2,3
-125,2022-12-19 22:30:00,STL,VAN,1,5
-175,2022-12-20 19:00:00,CLB,PHI,5,3
130,2022-12-20 19:00:00,NYR,PIT,3,2
-125,2022-12-20 19:00:00,NJ,CAR,4,1
-135,2022-12-20 19:00:00,TB,TOR,4,1
-135,2022-12-20 20:00:00,OTT,WIN,5,1
-190,2022-12-20 22:00:00,STL,SEA,5,2
-240,2022-12-20 22:30:00,ANA,LA,4,1
575,2022-12-20 22:30:00,CAL,SJ,3,7
-135,2022-12-21 19:00:00,NJ,FLA,2,4
235,2022-12-21 19:00:00,TB,DET,7,4
-275,2022-12-21 20:00:00,MON,COL,2,1
190,2022-12-21 20:30:00,NAS,CHI,2,4
-145,2022-12-21 21:30:00,EDM,DAL,3,6
-320,2022-12-21 22:00:00,ARI,VEG,5,2
235,2022-12-21 22:00:00,MIN,ANA,1,4
-315,2022-12-22 14:00:00,PHI,TOR,4,3
-135,2022-12-22 19:00:00,CAR,PIT,3,4
-205,2022-12-22 19:00:00,NYI,NYR,5,3
110,2022-12-22 19:00:00,WAS,OTT,2,3
-240,2022-12-22 19:00:00,WIN,BOS,3,2
-105,2022-12-22 22:00:00,SEA,VAN,6,5
-105,2022-12-22 22:30:00,CAL,LA,4,3
150,2022-12-22 22:30:00,MIN,SJ,5,2
-110,2022-12-23 19:00:00,BOS,NJ,3,4
